Roll No,1,2,3,4,5,6,7,8,9,10,Target
2309,4.0,1.5,4.0,6.5,2.5,4.5,4.0,4.5,6.0,4.0,2
2310,4.0,1.5,6.5,7.0,4.5,4.5,4.5,5.0,7.0,4.5,6
2311,3.5,1.5,6.0,6.5,4.5,4.5,5.0,5.0,7.0,7.0,3
2312,3.5,1.5,4.0,3.5,3.5,5.5,3.5,4.0,6.0,5.5,6
2313,2.5,1.0,7.0,5.0,3.0,5.5,4.0,2.5,3.5,4.5,4
2314,2.5,1.5,1.5,4.0,3.0,4.0,3.0,1.5,2.5,4.0,1
2315,2.5,1.5,5.5,4.0,3.0,3.0,2.0,2.5,4.5,3.5,4
2316,3.0,1.5,5.0,7.0,4.0,6.0,5.0,5.0,7.0,6.0,3
2317,1.5,1.0,3.5,5.5,1.5,4.0,3.0,4.0,3.0,3.5,2
2318,1.5,1.0,3.0,4.0,1.5,2.0,3.5,2.0,2.5,4.5,3
2319,2.0,1.5,6.5,3.5,4.0,5.0,4.0,3.0,6.0,4.5,6
2320,2.5,2.0,7.0,6.5,5.0,6.0,5.0,4.0,5.5,4.5,1
2321,4.0,2.0,4.5,6.5,5.0,5.5,3.5,4.5,7.0,6.5,6
2322,4.0,1.5,5.0,5.5,4.5,5.0,4.5,3.5,5.0,7.0,5
2323,3.0,1.5,5.5,4.0,5.0,4.5,4.5,5.0,5.5,5.0,3
2324,2.5,1.5,4.5,4.0,4.0,3.5,2.5,2.5,6.0,5.0,6
2325,1.5,1.0,2.5,3.0,3.5,3.5,2.5,2.0,3.5,5.0,5
2326,2.0,1.0,2.0,2.5,0.5,0.5,2.0,0.5,3.5,3.0,6
2327,4.0,1.5,7.0,6.0,3.5,4.5,5.0,3.5,7.0,7.0,3
2328,1.0,0.5,2.5,3.5,2.5,3.0,2.0,2.0,3.5,1.5,1
2329,2.5,1.5,5.0,4.5,5.0,6.0,5.0,4.0,7.0,5.0,1
2330,1.5,0.0,0.5,1.5,2.0,2.0,2.0,1.5,0.5,2.0,3
2331,1.0,1.0,1.5,2.0,2.5,4.5,3.0,1.5,3.0,1.5,1
2332,1.5,0.5,5.0,2.5,3.5,4.5,2.5,3.0,4.0,3.5,1
2333,3.0,1.0,3.5,3.5,5.0,4.0,5.0,4.0,5.0,4.0,3
2334,2.0,0.0,1.5,2.5,1.5,1.5,1.5,1.5,3.5,3.0,6
2335,2.5,1.5,5.0,4.0,3.5,4.0,4.0,2.0,5.5,2.5,3
2336,4.0,1.5,4.5,4.5,5.0,4.5,4.0,5.0,4.5,7.0,5
2337,2.0,0.5,2.5,2.5,2.0,4.0,2.0,1.5,4.5,3.5,6
2338,4.0,2.0,7.0,6.0,5.0,5.5,5.0,5.0,7.0,5.0,3
2339,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.5,2.5,1.0,1
2340,4.0,1.5,5.0,6.5,4.5,5.0,3.5,4.5,6.5,4.5,6
2341,1.5,1.0,2.5,3.0,2.0,3.0,1.5,2.5,2.5,2.5,2
2342,2.5,1.0,3.5,2.5,1.5,2.0,3.5,2.0,4.5,3.5,3
2343,0.5,0.5,0.0,0.0,1.5,2.5,0.0,1.0,0.0,1.5,1
2344,2.0,1.5,3.0,5.0,4.0,2.0,4.0,3.5,5.0,2.0,3
2345,2.0,2.0,3.5,4.5,3.5,3.0,4.5,3.5,4.5,5.5,3
2346,1.5,1.0,2.5,3.0,0.5,2.5,1.0,2.0,2.5,4.0,5
2347,3.0,1.5,6.5,7.0,5.0,6.0,4.5,3.5,7.0,6.0,1
2348,1.5,1.5,2.5,2.5,2.5,3.5,1.5,1.5,3.0,3.5,1
2349,1.5,1.5,4.5,2.5,2.0,4.0,2.5,2.5,4.0,3.5,6
2350,3.5,1.0,5.5,4.5,3.5,3.0,3.5,2.0,6.0,3.5,6
2351,3.0,1.0,5.0,5.0,2.0,3.0,2.0,2.5,3.5,3.5,4
2352,1.0,1.0,4.5,5.0,1.5,2.0,2.5,2.5,2.5,3.5,2
2353,3.0,1.0,6.0,4.0,5.0,6.0,4.5,3.5,3.5,5.5,1
2354,2.5,1.0,4.5,3.0,4.0,4.5,4.0,3.5,3.5,4.0,3
2355,2.5,2.0,5.5,5.5,3.5,5.0,2.5,3.0,6.0,4.0,6
2356,3.5,1.5,6.0,4.5,2.5,4.0,3.5,3.5,3.5,3.5,4
2357,2.5,1.5,5.0,6.5,3.0,5.5,3.0,3.5,4.0,5.0,2
2358,3.5,1.5,6.0,6.0,3.5,5.5,5.0,4.5,7.0,6.0,3
2359,2.0,1.0,3.5,2.5,2.0,3.5,3.5,2.5,2.0,4.5,3
2360,0.5,1.0,3.0,2.5,1.5,3.5,2.0,2.5,2.0,2.0,1
2361,1.0,1.5,2.0,4.0,3.0,2.0,3.0,3.5,4.5,5.0,5
2362,3.5,1.5,5.5,7.0,4.5,5.0,5.0,5.0,6.0,5.5,3
2363,2.0,1.0,3.0,6.0,3.0,3.0,2.0,2.5,6.0,3.5,6
2364,4.0,2.0,5.0,7.0,4.5,6.0,4.0,3.5,5.5,6.0,1
2365,2.5,0.5,4.0,3.5,2.0,3.0,2.0,2.5,2.5,3.0,4
2366,3.0,1.0,5.0,4.5,3.5,4.5,4.0,4.0,5.0,4.0,3
2367,4.0,2.0,6.5,5.5,5.0,6.0,4.0,5.0,7.0,6.5,1
2368,1.5,1.0,2.5,3.0,2.5,4.5,2.5,4.0,4.5,4.5,5
2369,3.5,1.5,3.0,5.5,3.5,5.5,4.5,4.0,4.5,4.0,3
2370,4.0,1.5,5.5,6.5,4.0,6.0,3.5,5.0,6.0,6.5,2
2371,2.5,1.0,3.5,3.0,3.5,2.5,3.0,2.5,3.5,2.5,3
2372,3.0,1.0,4.0,3.0,3.0,2.5,2.0,2.5,3.0,5.5,5
2373,1.5,1.0,3.0,4.5,2.0,3.0,2.0,3.5,5.5,2.0,6
2374,1.5,1.5,6.0,6.0,2.0,3.0,3.0,3.5,4.5,3.5,2
2375,4.0,1.5,7.0,6.0,3.0,3.5,3.0,5.0,6.5,5.0,4
2376,1.5,0.5,2.5,2.5,3.0,2.0,3.0,1.0,4.5,4.5,5
2377,0.5,0.5,2.0,3.5,0.5,3.0,1.5,0.5,1.0,1.0,2
2378,2.0,1.5,4.0,5.5,4.0,3.5,1.5,2.0,5.0,5.0,5
2379,2.5,1.0,4.5,4.5,2.0,4.0,3.0,2.0,3.5,5.5,5
2380,3.5,2.0,6.5,5.0,4.0,3.5,3.5,3.5,5.0,6.5,5
2381,0.0,0.5,1.0,3.0,2.0,1.5,2.0,0.5,3.0,2.0,6
2382,2.0,2.0,6.5,4.0,4.0,5.5,3.5,2.5,6.0,5.5,1
2383,2.0,0.5,2.0,3.0,2.0,3.0,1.5,2.5,3.0,4.5,5
2384,4.0,2.0,7.0,5.0,5.0,6.0,4.0,4.5,7.0,5.0,1
2385,1.5,1.0,3.5,2.5,2.5,3.5,3.5,2.0,4.5,3.0,3
2386,3.5,1.5,6.5,7.0,5.0,5.5,3.5,5.0,6.0,7.0,5
2387,2.0,1.5,4.0,6.0,3.5,2.5,3.5,4.0,3.0,5.0,2
2388,3.0,1.5,2.0,2.5,3.0,3.0,2.0,1.5,5.0,3.0,6
2389,3.5,1.5,3.5,6.0,4.5,4.5,3.5,2.0,5.0,5.5,1
2390,2.0,1.0,5.0,5.5,2.5,3.5,2.0,2.5,3.0,5.5,5
2391,3.0,1.5,6.5,5.5,3.0,5.0,3.0,3.0,7.0,4.0,6
2392,2.0,0.5,2.0,1.5,1.5,3.0,1.0,1.5,2.0,2.5,1
2393,1.0,1.0,1.5,3.5,2.5,1.5,1.0,0.5,2.5,3.0,5
2394,3.0,1.5,5.5,5.0,5.0,4.5,5.0,5.0,6.5,6.0,3
2395,2.0,1.0,5.0,4.0,2.5,3.0,2.5,3.5,4.5,3.0,6
2396,4.0,1.5,7.0,5.5,4.0,6.0,4.5,5.0,7.0,6.5,4
2397,2.0,1.5,5.5,4.5,2.0,4.0,2.5,2.5,5.5,2.5,6
2398,3.5,1.5,7.0,4.5,5.0,6.0,4.5,5.0,4.5,6.5,1
2399,4.0,2.0,6.5,5.0,5.0,6.0,5.0,3.5,7.0,5.0,1
2400,1.0,1.0,3.5,1.5,1.5,1.0,1.0,2.5,3.0,2.5,6
2401,3.5,2.0,6.0,6.0,3.5,5.5,4.5,3.5,6.5,4.5,6
2402,2.5,1.0,2.0,3.5,3.5,2.5,2.0,3.5,5.0,3.5,6
2403,1.0,1.0,1.5,2.5,1.5,1.5,1.5,3.0,0.5,1.0,2
2404,2.5,1.0,3.5,4.5,3.5,5.0,3.0,3.5,6.0,3.0,6
2405,1.5,0.5,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2
2406,4.0,2.0,7.0,7.0,3.5,4.0,5.0,3.5,6.0,7.0,3
2407,2.5,1.5,5.0,2.5,3.0,3.0,1.0,2.5,3.5,4.0,4
2408,3.0,1.0,6.0,4.5,4.0,3.0,4.0,3.5,5.0,4.5,4
2409,2.5,2.0,6.0,6.0,3.0,5.0,3.5,3.0,6.0,6.0,5
2410,3.0,1.5,3.5,5.0,2.5,4.0,1.5,3.0,3.5,5.5,5
2411,3.5,1.0,4.5,4.0,3.0,5.0,3.0,3.5,4.0,6.5,5
2412,2.5,2.0,4.5,3.0,4.0,5.0,2.0,3.0,4.5,5.0,1
2413,1.0,0.5,1.5,1.5,0.0,3.0,1.5,1.5,1.0,1.0,3
2414,1.0,1.0,3.0,2.0,1.0,3.5,3.0,0.5,2.0,2.5,3
2415,2.5,2.0,6.0,7.0,3.5,4.0,4.0,5.0,5.5,7.0,2
2416,3.0,1.5,3.0,5.5,3.0,3.5,3.0,3.0,6.0,4.0,6
2417,1.5,0.5,1.5,1.0,2.5,0.5,0.5,2.5,1.5,1.5,2
2418,4.0,1.5,6.0,7.0,4.0,6.0,5.0,5.0,7.0,7.0,3
2419,1.0,0.5,1.5,0.5,1.0,0.5,1.0,2.0,1.0,2.0,5
2420,4.0,1.5,6.0,7.0,3.5,5.0,5.0,5.0,6.0,6.0,3
2421,2.0,1.0,6.0,5.5,3.0,5.0,4.0,3.5,4.0,3.0,3
2422,2.5,2.0,6.5,6.5,5.0,4.0,3.5,4.0,6.5,5.0,6
2423,1.0,0.5,0.0,1.5,1.0,2.5,2.0,0.0,2.5,2.0,3
2424,3.5,1.0,7.0,6.0,5.0,5.5,4.5,3.0,6.5,6.5,1
2425,4.0,1.5,6.5,4.5,5.0,6.0,3.5,5.0,7.0,6.5,1
2426,2.5,1.5,3.5,3.0,3.0,3.0,2.0,3.5,3.5,3.0,2
2427,1.5,0.5,3.0,5.0,3.5,4.0,2.0,3.5,2.0,4.0,1
2428,3.5,1.5,4.0,5.5,4.5,5.5,3.5,4.0,3.0,4.5,1
2429,1.0,0.0,2.0,2.5,1.0,1.5,2.0,2.5,2.0,2.0,3
2430,1.0,0.5,0.5,1.0,2.0,3.0,2.0,1.5,1.0,3.0,1
2431,3.5,1.5,6.5,5.5,3.5,6.0,4.5,5.0,6.5,7.0,5
2432,4.0,1.5,4.0,4.0,4.0,6.0,4.0,4.5,6.0,5.0,1
2433,3.0,0.5,4.0,4.5,2.0,2.0,3.0,1.5,4.5,4.0,6
2434,1.0,1.0,1.5,2.0,1.5,1.0,1.5,2.0,4.5,1.5,6
2435,3.0,1.5,4.5,7.0,5.0,5.0,4.0,4.0,7.0,6.5,6
2436,3.0,2.0,7.0,6.0,3.5,3.5,4.0,3.5,4.0,5.5,4
2437,1.5,1.5,6.0,5.5,2.5,2.5,4.0,2.5,3.5,5.0,3
2438,2.0,1.5,3.0,3.0,2.5,1.5,3.0,3.0,2.0,1.5,3
2439,4.0,2.0,7.0,7.0,5.0,5.5,4.0,5.0,5.5,7.0,2
2440,3.0,2.0,7.0,5.0,4.0,6.0,4.0,5.0,5.5,6.5,5
2441,2.0,0.5,4.5,2.0,3.5,3.0,3.0,2.5,3.5,1.5,3
2442,2.0,1.0,2.0,2.0,2.0,1.5,0.5,2.0,2.5,3.0,5
2443,2.5,1.0,2.0,1.5,2.0,2.5,1.5,1.5,3.5,1.0,6
2444,2.0,1.0,4.0,5.5,4.0,4.0,4.0,3.0,3.5,3.0,3
2445,0.5,1.0,1.5,0.5,2.5,3.5,1.0,1.0,0.5,1.0,1
2446,1.0,0.5,0.5,1.0,1.0,1.0,1.5,0.5,0.0,1.0,3
2447,1.0,0.5,3.0,2.5,0.5,0.5,2.0,1.5,0.5,3.5,5
2448,4.0,1.5,7.0,7.0,4.5,5.0,3.5,3.5,5.5,5.5,4
2449,3.0,2.0,5.5,7.0,5.0,6.0,4.5,4.0,5.5,6.5,1
2450,1.5,1.5,3.0,4.0,3.5,5.0,2.0,3.0,4.5,5.5,5
2451,3.0,1.5,7.0,5.5,4.5,5.5,5.0,3.5,5.5,6.0,3
2452,1.0,0.0,3.5,3.5,2.5,1.0,2.0,1.0,1.0,1.0,4
2453,3.0,2.0,4.5,4.5,5.0,6.0,5.0,4.5,6.0,5.5,1
2454,1.5,0.5,2.5,2.5,2.0,2.5,2.0,2.5,2.5,3.0,5
2455,4.0,2.0,6.5,6.5,4.0,5.0,5.0,5.0,7.0,7.0,3
2456,3.5,1.5,7.0,7.0,5.0,5.5,4.0,4.0,6.5,5.0,1
2457,4.0,2.0,7.0,5.5,4.0,5.0,5.0,4.5,6.5,7.0,3
2458,3.5,2.0,6.5,7.0,4.5,4.0,4.5,3.0,4.5,5.0,4
2459,3.0,2.0,7.0,5.0,5.0,5.0,4.0,3.5,7.0,7.0,5
2460,3.5,1.5,4.0,5.0,3.0,3.5,4.0,4.0,5.0,4.5,3
2461,1.5,0.5,4.5,2.5,3.5,1.5,2.5,3.0,4.5,3.5,6
2462,4.0,1.5,5.0,5.5,4.0,6.0,3.5,5.0,6.5,6.5,5
2463,2.5,1.5,7.0,7.0,5.0,4.0,3.0,3.0,7.0,5.5,6
2464,3.0,2.0,7.0,7.0,5.0,5.5,4.5,5.0,7.0,7.0,2
2465,1.5,0.5,1.5,4.0,2.5,2.5,1.0,3.5,3.5,4.5,5
2466,4.0,1.5,5.0,4.5,4.5,5.0,4.0,5.0,6.0,4.0,1
2467,1.0,1.0,4.5,4.0,2.0,2.5,2.0,3.0,2.5,2.0,2
2468,2.5,1.0,2.5,1.5,1.5,3.0,1.0,2.0,4.0,3.0,6
2469,3.5,2.0,5.5,4.0,3.0,5.0,4.5,4.5,4.0,6.0,3
2470,1.5,1.0,5.0,3.5,1.5,2.0,3.0,3.0,3.0,4.5,5
2471,4.0,2.0,5.5,6.5,4.5,6.0,4.0,4.0,7.0,6.0,6
2472,4.0,1.0,6.5,5.5,3.5,3.0,2.5,3.5,5.5,4.0,4
2473,1.5,1.0,3.0,0.0,0.0,2.0,0.5,1.5,3.5,1.5,6
2474,3.5,2.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,6.5,3
2475,3.5,1.0,4.0,5.5,5.0,5.5,3.0,4.0,5.0,7.0,5
2476,3.5,1.5,5.5,6.0,3.0,4.5,4.0,3.5,5.0,4.0,4
2477,3.5,2.0,7.0,5.0,5.0,5.0,5.0,4.0,5.5,7.0,3
2478,4.0,2.0,7.0,5.5,5.0,4.5,4.5,3.5,6.0,6.5,4
2479,2.0,0.5,3.5,4.0,2.5,1.0,1.5,1.0,2.0,3.5,4
2480,2.0,0.5,2.5,4.5,1.5,4.0,2.0,3.5,2.5,2.5,2
2481,0.5,1.0,2.0,2.5,1.0,1.5,0.5,0.5,2.5,2.0,6
2482,3.0,1.5,5.0,6.0,2.0,4.0,3.0,4.5,3.0,4.5,2
2483,1.5,0.5,2.5,2.5,2.5,2.0,1.5,3.0,2.0,3.5,5
2484,2.0,1.5,6.0,4.5,3.0,5.5,3.5,4.5,6.5,5.5,6
2485,4.0,2.0,4.5,7.0,5.0,4.5,4.5,5.0,7.0,7.0,2
2486,3.5,1.0,5.0,4.5,4.5,6.0,3.0,5.0,5.5,5.0,1
2487,1.0,0.5,0.5,2.5,0.5,2.0,2.0,2.5,2.5,2.5,3
2488,3.5,2.0,6.0,5.0,5.0,5.0,5.0,5.0,7.0,5.5,3
2489,4.0,2.0,7.0,6.5,5.0,6.0,4.5,4.5,7.0,4.5,1
2490,2.0,1.5,5.0,5.5,3.5,2.5,3.0,3.0,3.5,5.0,2
2491,3.5,2.0,6.0,5.5,5.0,5.0,4.5,4.5,6.0,7.0,5
2492,2.5,1.5,3.5,3.0,2.0,3.0,2.5,3.0,3.5,4.5,5
2493,1.0,0.0,0.5,1.0,1.5,0.0,1.5,1.5,1.5,2.5,5
2494,2.0,1.0,4.5,3.0,4.0,3.0,2.5,2.0,3.5,4.5,5
2495,1.0,1.0,3.0,2.5,1.0,1.0,2.0,0.5,1.5,2.0,3
2496,4.0,2.0,5.0,7.0,4.0,4.5,5.0,4.5,7.0,5.5,3
2497,0.5,0.5,3.0,1.5,0.5,0.5,1.0,2.5,1.5,2.5,5
2498,1.5,0.5,3.5,5.0,1.5,2.5,3.5,3.0,2.5,3.5,3
2499,1.5,1.5,1.5,4.0,3.5,3.0,3.0,2.0,3.5,2.5,3
2500,4.0,2.0,7.0,5.5,5.0,5.5,5.0,5.0,6.5,7.0,3
2501,2.0,1.5,3.5,5.5,4.0,3.0,2.0,4.0,5.5,6.0,5
2502,1.0,1.0,2.0,0.0,0.0,3.0,0.5,2.0,1.0,2.5,5
2503,0.5,0.0,3.5,2.0,0.5,2.5,0.5,0.5,3.0,2.0,6
2504,2.0,0.5,3.0,3.0,1.0,3.0,0.5,1.5,3.0,2.0,4
2505,1.5,0.5,1.0,1.0,2.5,2.0,1.0,2.0,2.5,2.5,1
2506,1.5,1.0,3.0,4.0,1.0,3.0,3.0,2.5,2.5,3.5,3
2507,4.0,1.0,6.0,4.5,3.5,5.0,4.5,3.5,4.0,3.5,4
2508,3.0,2.0,6.0,6.0,5.0,4.5,3.0,5.0,6.0,5.0,2
2509,2.5,1.5,4.5,6.5,4.0,4.5,2.5,4.5,4.0,4.5,2
2510,3.0,1.5,5.0,3.0,4.5,3.0,3.0,3.5,4.0,4.5,4
2511,1.0,0.5,2.0,1.5,0.5,1.0,1.0,2.5,3.0,3.5,5
2512,2.0,0.5,1.5,2.0,0.5,2.5,0.5,1.0,1.0,1.0,4
2513,2.5,1.5,7.0,6.5,5.0,6.0,4.0,3.5,6.5,7.0,1
2514,4.0,2.0,5.5,6.0,5.0,5.0,5.0,5.0,5.5,6.5,3
2515,3.5,1.5,5.0,7.0,4.0,5.5,5.0,5.0,5.0,6.5,3
2516,2.0,1.5,4.0,5.0,3.5,4.5,2.5,2.5,5.5,5.5,5
2517,3.0,2.0,7.0,7.0,5.0,4.5,5.0,4.5,6.0,7.0,3
2518,2.0,1.0,5.0,6.0,4.5,3.5,3.0,3.0,6.5,5.0,6
2519,2.0,0.5,4.5,2.0,1.5,2.0,1.5,1.5,3.5,2.5,4
2520,4.0,1.5,7.0,7.0,5.0,4.5,5.0,5.0,5.0,6.5,3
2521,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.5,2.0,2.5,5
2522,3.0,1.5,5.5,6.0,4.0,5.5,5.0,5.0,7.0,6.0,3
2523,3.5,1.5,5.5,4.0,2.5,5.0,4.0,2.5,4.5,4.0,4
2524,4.0,1.5,6.0,5.5,5.0,6.0,5.0,4.5,6.0,6.5,1
2525,3.0,2.0,5.5,7.0,5.0,6.0,5.0,5.0,5.5,6.5,1
2526,4.0,2.0,5.0,6.0,4.0,5.0,4.0,5.0,7.0,5.5,6
2527,2.0,1.0,4.0,4.5,2.0,4.0,3.5,2.0,4.0,5.0,5
2528,1.5,0.5,3.5,2.5,0.5,2.5,0.5,3.0,1.0,2.5,4
2529,1.0,1.0,3.0,2.5,1.5,1.0,1.5,2.0,4.0,3.0,6
2530,3.0,1.5,5.5,3.0,4.0,3.5,3.5,4.0,6.0,5.5,6
2531,1.0,0.5,0.5,0.5,0.5,0.5,1.5,0.0,0.0,1.0,3
2532,3.5,1.5,7.0,5.5,3.5,6.0,4.0,4.0,5.5,6.0,4
2533,2.0,1.0,4.5,4.0,1.5,4.0,1.0,1.0,4.0,2.5,4
2534,4.0,2.0,7.0,6.5,5.0,6.0,4.5,5.0,6.5,7.0,1
2535,4.0,2.0,5.5,6.0,3.5,5.5,5.0,5.0,7.0,7.0,3
2536,3.0,1.5,4.5,4.5,3.0,3.5,3.5,4.5,4.5,6.0,5
2537,2.0,1.0,2.5,1.0,2.0,3.5,0.5,0.5,3.0,0.5,1
2538,3.0,1.5,5.0,4.0,3.5,4.0,2.0,3.0,5.0,2.0,4
2539,3.5,1.5,4.0,6.5,4.0,5.0,4.5,4.5,4.5,7.0,5
2540,1.5,0.5,1.5,1.5,1.0,0.0,2.0,2.0,3.0,2.5,6
2541,2.5,1.5,6.5,7.0,5.0,5.5,5.0,5.0,5.5,6.0,3
2542,2.5,1.0,5.0,6.5,4.5,5.0,3.5,4.0,4.5,4.5,1
2543,3.5,1.5,7.0,6.5,4.5,6.0,4.0,5.0,7.0,6.0,6
2544,1.5,1.5,5.0,4.0,3.5,5.0,3.5,4.0,4.5,5.0,1
2545,3.5,1.5,6.0,3.5,3.0,4.0,3.5,4.0,5.0,4.5,4
2546,2.5,1.5,4.5,4.0,3.5,2.0,1.5,2.5,5.0,3.5,6
2547,1.0,1.0,3.5,2.5,3.0,3.0,3.0,1.0,3.0,4.5,5
2548,3.5,2.0,4.0,5.5,4.0,3.5,5.0,4.0,7.0,7.0,3
2549,0.5,1.0,2.0,2.0,1.0,0.5,2.5,0.5,3.0,1.5,3
2550,2.5,1.0,4.5,4.0,3.5,4.0,1.5,2.0,5.0,4.0,6
2551,2.5,2.0,7.0,5.5,3.0,4.5,4.0,4.0,6.0,4.0,4
2552,3.0,2.0,5.5,4.5,4.5,5.0,4.0,4.5,7.0,5.0,6
2553,2.0,1.0,2.0,4.0,2.5,3.5,2.5,1.5,3.0,2.5,1
2554,4.0,2.0,5.0,6.0,5.0,5.0,5.0,4.0,7.0,7.0,3
2555,4.0,2.0,6.5,5.5,5.0,6.0,5.0,4.5,5.5,6.0,1
2556,1.5,1.5,4.0,4.0,3.5,4.0,2.5,3.5,5.0,4.5,6
2557,2.5,0.5,1.5,4.5,2.5,2.0,3.0,3.5,4.5,5.0,5
2558,3.5,1.5,6.5,3.0,4.0,4.0,3.5,4.0,5.5,4.5,4
2559,2.5,1.0,2.0,1.5,2.5,2.5,1.5,1.0,4.0,2.5,6
2560,3.0,1.5,6.5,5.0,4.5,6.0,5.0,4.0,5.0,6.5,3
2561,3.0,1.5,4.5,6.5,4.0,6.0,5.0,3.5,5.5,5.0,3
2562,1.5,1.5,3.5,3.5,2.5,4.5,2.0,4.0,4.0,3.5,2
2563,3.0,2.0,7.0,6.0,5.0,6.0,5.0,4.0,6.0,7.0,1
2564,3.0,1.0,2.5,2.0,2.0,3.5,1.5,3.0,4.5,3.0,6
2565,3.0,2.0,7.0,7.0,4.0,4.5,5.0,5.0,7.0,7.0,2
2566,2.0,1.5,2.5,4.0,2.0,4.5,4.0,4.0,4.5,5.0,3
2567,1.5,1.5,2.0,4.5,2.0,2.5,3.5,3.5,4.5,3.5,3
2568,3.0,2.0,5.5,4.5,4.0,6.0,3.0,5.0,6.0,5.5,1
2569,1.0,1.0,1.5,4.0,2.5,2.0,2.0,1.5,4.0,3.5,6
2570,3.0,1.0,3.0,4.0,2.5,2.0,4.0,4.0,5.5,2.5,3
2571,4.0,1.5,7.0,7.0,4.5,6.0,5.0,5.0,7.0,7.0,3
2572,3.0,2.0,7.0,5.0,4.0,4.5,5.0,4.5,5.0,5.5,3
2573,1.5,1.0,2.5,4.5,4.0,4.0,2.0,3.0,5.5,4.0,6
2574,2.0,1.0,2.5,3.5,2.0,5.0,2.5,2.5,3.5,5.0,5
2575,4.0,1.5,5.5,6.0,5.0,6.0,4.5,5.0,7.0,7.0,1
2576,1.5,0.5,2.5,4.0,2.5,2.0,1.5,3.0,2.5,3.0,2
2577,3.5,2.0,6.0,5.5,5.0,5.0,4.0,5.0,7.0,6.5,6
2578,1.0,1.0,1.5,4.0,1.5,3.5,1.5,1.0,1.0,4.0,5
2579,1.5,0.5,1.5,3.0,1.0,1.0,3.0,2.5,1.0,3.5,3
2580,1.5,1.0,3.5,5.5,3.5,3.5,2.0,4.0,5.0,2.5,2
2581,2.5,1.0,3.0,2.5,3.0,3.5,2.0,3.5,3.5,2.5,1
2582,1.0,1.0,2.5,2.5,1.5,2.5,3.0,2.5,4.0,4.5,5
2583,3.5,2.0,7.0,6.5,4.0,6.0,4.5,4.0,7.0,4.5,6
2584,1.0,0.5,0.5,3.0,1.5,2.0,2.0,2.0,2.5,3.0,5
2585,4.0,1.5,5.0,6.5,3.5,5.5,4.5,4.5,4.5,4.0,3
2586,3.0,1.5,4.5,6.0,3.5,4.5,5.0,3.5,4.5,5.0,3
2587,4.0,2.0,6.0,5.5,5.0,6.0,3.5,4.5,7.0,6.0,1
2588,2.0,0.5,4.0,3.0,1.0,1.5,2.0,2.5,1.0,1.0,4
2589,1.5,1.0,2.0,2.5,3.0,2.5,2.5,3.0,1.5,2.5,1
2590,4.0,2.0,5.0,4.5,5.0,5.0,4.0,5.0,5.0,6.5,5
2591,2.0,0.5,5.0,5.0,2.5,2.0,2.5,2.5,2.5,2.0,4
2592,2.0,1.5,4.5,3.0,3.5,3.5,2.0,2.5,4.0,6.0,5
2593,2.5,1.5,7.0,6.0,3.5,5.5,3.5,3.0,7.0,5.0,6
2594,4.0,2.0,6.5,7.0,3.5,5.0,3.5,5.0,7.0,7.0,2
2595,4.0,2.0,5.5,6.0,5.0,3.5,5.0,3.5,7.0,6.0,3
2596,1.5,1.5,5.5,3.0,2.5,3.0,3.5,4.0,5.5,5.0,6
2597,3.5,1.5,6.5,7.0,5.0,5.0,5.0,4.0,7.0,7.0,3
2598,3.0,1.5,6.0,4.5,3.0,6.0,4.5,3.5,4.5,4.0,3
2599,2.5,1.5,3.5,2.5,2.5,2.0,3.0,3.5,4.5,4.5,5
2600,2.5,1.5,4.0,5.0,4.5,6.0,3.5,2.5,5.5,4.0,1
2601,1.5,0.5,1.5,1.5,3.0,2.5,1.5,1.5,2.5,2.0,1
2602,3.5,2.0,5.0,7.0,4.5,5.5,4.0,5.0,7.0,7.0,2
2603,4.0,2.0,7.0,5.5,4.0,4.5,5.0,4.5,7.0,7.0,3
2604,1.5,1.5,3.0,5.0,4.0,4.0,3.0,3.0,4.5,5.0,1
2605,1.5,0.5,4.0,3.5,1.5,4.5,1.5,3.0,4.0,3.5,6
2606,3.0,1.0,5.5,5.5,2.5,4.5,3.5,4.0,4.0,6.0,5
2607,3.5,2.0,6.5,6.5,3.5,5.5,3.0,4.0,5.0,6.0,4
2608,2.5,1.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.5,5
2609,3.0,2.0,6.0,6.0,3.5,5.0,4.0,4.0,7.0,7.0,5
2610,2.0,1.5,3.5,2.0,2.5,2.5,3.0,2.5,3.5,4.5,5
2611,3.5,2.0,6.5,5.5,4.5,5.5,4.5,3.5,7.0,6.0,6
2612,3.5,1.5,6.0,5.5,4.5,6.0,3.0,3.5,5.5,6.0,1
2613,1.5,1.0,3.5,5.0,2.5,2.0,2.0,2.5,2.0,4.5,5
2614,2.5,1.5,3.5,2.5,2.5,2.0,1.5,2.0,5.0,5.0,5
2615,4.0,2.0,4.5,6.0,4.0,4.5,4.0,3.5,6.0,7.0,5
2616,3.5,1.5,4.5,6.0,2.5,3.5,3.0,3.5,3.0,4.5,2
2617,4.0,2.0,6.0,7.0,3.5,4.5,5.0,5.0,6.5,5.0,2
2618,4.0,2.0,4.5,7.0,3.5,6.0,4.0,4.5,5.0,6.5,2
